Trx_Rank,Trx_Vlu,Trx_Age,Customer_Age,Category In English,User_Id,Mer_Id,Active_User_Merchant,Active_User_Age,Cluster
1,200.0,3,3,Grocery,17773,8,Low,High,1
1,223.0,20,20,Grocery,17774,8,Low,High,1
1,172.0,47,47,Grocery,17775,8,Low,High,1
1,180.0,158,158,Grocery,17776,8,Low,Medium,1
1,344.0,41,41,Grocery,17777,8,Low,High,1
1,58.0,184,68,Grocery,17779,8,Low,Medium,1
2,76.0,68,68,Grocery,17779,8,Low,Medium,1
1,286.0,26,26,Grocery,17781,8,Low,High,1
1,886.0,280,250,Grocery,17783,8,Low,Low,2
2,45.0,250,250,Grocery,17783,8,Low,Low,1
1,342.0,256,34,Grocery,17786,8,Low,High,1
2,141.0,34,34,Grocery,17786,8,Low,High,1
1,226.0,281,192,Grocery,17790,8,Low,Low,1
2,46.0,192,192,Grocery,17790,8,Low,Low,1
1,158.0,251,251,Grocery,17791,8,Low,Low,1
1,264.0,294,41,Grocery,17794,8,Low,High,1
2,134.8,41,41,Grocery,17794,8,Low,High,1
1,530.0,121,121,Grocery,17797,8,Low,Medium,1
1,31.0,256,20,Grocery,17799,8,Low,High,1
2,1300.0,87,20,Grocery,17799,8,Low,High,2
3,1618.0,20,20,Grocery,17799,8,Low,High,2
1,802.0,63,63,Grocery,17800,8,Low,Medium,2
1,145.0,251,251,Grocery,17801,8,Low,Low,1
1,172.0,197,93,Grocery,17802,8,Low,Medium,1
2,30.0,93,93,Grocery,17802,8,Low,Medium,1
1,471.0,6,6,Grocery,17804,8,Low,High,1
1,727.0,20,20,Grocery,17809,8,Low,High,2
1,114.0,27,27,Grocery,17811,8,Low,High,1
2,155.0,27,27,Grocery,17811,8,Low,High,1
1,211.1,116,116,Grocery,17812,8,Low,Medium,1
1,98.0,187,187,Grocery,17814,8,Low,Low,1
1,89.0,308,308,Grocery,17815,8,Low,Low,1
1,172.0,232,232,Grocery,17820,8,Low,Low,1
1,162.0,20,20,Grocery,17822,8,Low,High,1
1,186.0,6,6,Grocery,17825,8,Low,High,1
1,198.0,17,17,Grocery,17827,8,Low,High,1
1,298.0,142,142,Grocery,17828,8,Low,Medium,1
1,192.0,33,33,Grocery,17830,8,Low,High,1
1,149.0,243,243,Grocery,17832,8,Low,Low,1
1,156.0,45,45,Grocery,17836,8,Low,High,1
1,190.0,33,33,Grocery,17838,8,Low,High,1
1,194.0,154,154,Grocery,17840,8,Low,Medium,1
1,156.0,71,71,Grocery,17842,8,Low,Medium,1
1,52.0,260,260,Grocery,17843,8,Low,Low,1
1,2.0,303,303,Grocery,17844,8,Low,Low,1
1,420.0,27,27,Grocery,17846,8,Low,High,1
1,89.5,29,29,Grocery,17847,8,Low,High,1
1,231.0,20,20,Grocery,17848,8,Low,High,1
1,200.0,229,229,Grocery,17850,8,Low,Low,1
1,200.0,74,74,Grocery,17851,8,Low,Medium,1
1,143.0,270,270,Grocery,17853,8,Low,Low,1
1,173.0,34,34,Grocery,17858,8,Low,High,1
1,122.0,20,20,Grocery,17859,8,Low,High,1
1,260.0,225,225,Grocery,17860,8,Low,Low,1
1,220.0,32,32,Grocery,17862,8,Low,High,1
1,320.0,269,269,Grocery,17863,8,Low,Low,1
1,153.4,259,259,Grocery,17864,8,Low,Low,1
1,227.0,41,41,Grocery,17866,8,Low,High,1
1,790.0,96,96,Grocery,17867,8,Low,Medium,2
1,448.0,27,27,Grocery,17869,8,Low,High,1
1,130.0,80,80,Grocery,17871,8,Low,Medium,1
1,214.0,132,132,Grocery,17874,8,Low,Medium,1
1,106.0,290,290,Grocery,17875,8,Low,Low,1
1,186.0,109,109,Grocery,17876,8,Low,Medium,1
1,192.0,218,218,Grocery,17877,8,Low,Low,1
1,130.0,205,205,Grocery,17878,8,Low,Low,1
1,156.0,188,188,Grocery,17880,8,Low,Low,1
1,135.0,261,18,Grocery,17882,8,Low,High,1
2,82.4,18,18,Grocery,17882,8,Low,High,1
1,160.0,169,169,Grocery,17883,8,Low,Medium,1
1,184.0,69,69,Grocery,17884,8,Low,Medium,1
1,114.0,300,300,Grocery,17886,8,Low,Low,1
1,128.0,8,8,Grocery,17887,8,Low,High,1
1,504.0,71,71,Grocery,17893,8,Low,Medium,1
1,228.0,27,27,Grocery,17894,8,Low,High,1
1,144.0,151,151,Grocery,17895,8,Low,Medium,1
1,146.0,207,207,Grocery,17896,8,Low,Low,1
1,154.0,127,127,Grocery,17898,8,Low,Medium,1
1,292.0,27,27,Grocery,17899,8,Low,High,1
1,180.0,98,98,Grocery,17900,8,Low,Medium,1
1,134.9,250,20,Grocery,17901,8,Low,High,1
2,89.0,20,20,Grocery,17901,8,Low,High,1
1,132.0,108,108,Grocery,17902,8,Low,Medium,1
1,156.0,298,29,Grocery,17903,8,Low,High,1
2,75.3,183,29,Grocery,17903,8,Low,High,1
3,104.0,29,29,Grocery,17903,8,Low,High,1
1,668.0,20,20,Grocery,17905,8,Low,High,2
1,172.0,25,25,Grocery,17909,8,Low,High,1
1,349.0,250,250,Grocery,17911,8,Low,Low,1
1,166.0,175,175,Grocery,17912,8,Low,Medium,1
1,150.0,34,34,Grocery,17913,8,Low,High,1
1,52.0,233,233,Grocery,17915,8,Low,Low,1
1,360.0,2,2,Grocery,17916,8,Low,High,1
1,307.0,20,20,Grocery,17918,8,Low,High,1
1,169.0,27,27,Grocery,17920,8,Low,High,1
1,466.0,103,103,Grocery,17921,8,Low,Medium,1
1,53.0,251,251,Grocery,17922,8,Low,Low,1
1,452.0,193,193,Grocery,17923,8,Low,Low,1
1,168.0,207,38,Grocery,17924,8,Low,High,1
2,26.0,124,38,Grocery,17924,8,Low,High,1
3,26.0,38,38,Grocery,17924,8,Low,High,1
1,230.0,96,96,Grocery,17925,8,Low,Medium,1
1,52.0,233,233,Grocery,17926,8,Low,Low,1
1,308.0,16,16,Grocery,17927,8,Low,High,1
1,208.9,219,219,Grocery,17929,8,Low,Low,1
1,214.0,230,230,Grocery,17930,8,Low,Low,1
1,330.0,99,99,Grocery,17931,8,Low,Medium,1
1,148.0,112,112,Grocery,17935,8,Low,Medium,1
1,280.0,20,20,Grocery,17939,8,Low,High,1
1,94.0,197,197,Grocery,17940,8,Low,Low,1
1,175.0,20,20,Grocery,17941,8,Low,High,1
1,160.0,47,47,Grocery,17942,8,Low,High,1
1,138.0,22,22,Grocery,17947,8,Low,High,1
2,108.0,22,22,Grocery,17947,8,Low,High,1
1,144.0,141,141,Grocery,17949,8,Low,Medium,1
1,70.0,301,142,Grocery,17952,8,Low,Medium,1
2,62.0,142,142,Grocery,17952,8,Low,Medium,1
1,146.0,323,18,Grocery,17953,8,Low,High,1
2,92.0,18,18,Grocery,17953,8,Low,High,1
1,206.0,33,33,Grocery,17957,8,Low,High,1
1,747.0,259,259,Grocery,17958,8,Low,Low,2
1,528.0,65,65,Grocery,17959,8,Low,Medium,1
1,182.0,97,97,Grocery,17961,8,Low,Medium,1
1,120.0,262,262,Grocery,17962,8,Low,Low,1
1,3146.0,88,88,Grocery,17963,8,Low,Medium,3
1,75.0,34,34,Grocery,17964,8,Low,High,1
1,88.0,168,135,Grocery,17965,8,Low,Medium,1
2,120.0,135,135,Grocery,17965,8,Low,Medium,1
1,1278.0,26,26,Grocery,17968,8,Low,High,2
1,282.7,9,9,Grocery,17972,8,Low,High,1
1,176.0,228,20,Grocery,17975,8,Low,High,1
2,51.0,20,20,Grocery,17975,8,Low,High,1
1,769.0,270,34,Grocery,17977,8,Low,High,2
2,655.0,34,34,Grocery,17977,8,Low,High,2
1,1516.0,164,164,Grocery,17978,8,Low,Medium,2
1,114.0,27,27,Grocery,17980,8,Low,High,1
1,146.0,86,86,Grocery,17981,8,Low,Medium,1
1,140.0,295,295,Grocery,17987,8,Low,Low,1
1,572.0,260,260,Grocery,17988,8,Low,Low,2
1,162.0,14,14,Grocery,17989,8,Low,High,1
1,102.0,61,61,Grocery,17990,8,Low,Medium,1
1,192.0,246,246,Grocery,17991,8,Low,Low,1
1,200.0,42,42,Grocery,17995,8,Low,High,1
1,71.5,27,27,Grocery,17997,8,Low,High,1
1,218.0,41,41,Grocery,17999,8,Low,High,1
1,242.0,154,154,Grocery,18002,8,Low,Medium,1
1,75.0,270,270,Grocery,18005,8,Low,Low,1
1,84.0,251,251,Grocery,18006,8,Low,Low,1
1,655.0,306,261,Grocery,18008,8,Low,Low,2
2,75.5,261,261,Grocery,18008,8,Low,Low,1
1,140.0,329,329,Grocery,18010,8,Low,Low,1
1,160.0,235,235,Grocery,18011,8,Low,Low,1
1,111.3,252,252,Grocery,18012,8,Low,Low,1
1,84.0,326,20,Grocery,18014,8,Low,High,1
2,73.0,20,20,Grocery,18014,8,Low,High,1
1,162.0,301,301,Grocery,18015,8,Low,Low,1
1,156.0,264,264,Grocery,18016,8,Low,Low,1
1,287.0,27,27,Grocery,18021,8,Low,High,1
1,78.0,269,20,Grocery,18023,8,Low,High,1
2,42.0,20,20,Grocery,18023,8,Low,High,1
1,144.0,274,274,Grocery,18024,8,Low,Low,1
1,83.0,255,20,Grocery,18025,8,Low,High,1
2,266.0,148,20,Grocery,18025,8,Low,High,1
3,84.0,69,20,Grocery,18025,8,Low,High,1
4,83.0,41,20,Grocery,18025,8,Medium,High,1
5,79.0,20,20,Grocery,18025,8,Medium,High,1
1,138.0,326,61,Grocery,18031,8,Low,Medium,1
2,46.0,185,61,Grocery,18031,8,Low,Medium,1
3,42.0,61,61,Grocery,18031,8,Low,Medium,1
1,537.0,250,41,Grocery,18034,8,Low,High,1
2,1315.0,41,41,Grocery,18034,8,Low,High,2
3,189.0,41,41,Grocery,18034,8,Low,High,1
1,144.0,13,13,Grocery,18035,8,Low,High,1
1,140.0,194,194,Grocery,18038,8,Low,Low,1
1,218.0,81,81,Grocery,18047,8,Low,Medium,1
1,394.0,125,125,Grocery,18049,8,Low,Medium,1
1,345.0,13,13,Grocery,18050,8,Low,High,1
1,194.0,171,171,Grocery,18052,8,Low,Medium,1
1,204.0,24,24,Grocery,18054,8,Low,High,1
1,95.0,270,270,Grocery,18058,8,Low,Low,1
1,171.0,27,27,Grocery,18059,8,Low,High,1
1,759.0,13,13,Grocery,18060,8,Low,High,2
1,194.0,86,86,Grocery,18061,8,Low,Medium,1
1,118.0,103,103,Grocery,18062,8,Low,Medium,1
1,44.0,286,286,Grocery,18063,8,Low,Low,1
1,235.7,32,32,Grocery,18065,8,Low,High,1
1,124.0,109,109,Grocery,18068,8,Low,Medium,1
1,202.0,120,120,Grocery,18069,8,Low,Medium,1
1,3700.0,13,13,Grocery,18071,8,Low,High,3
1,400.0,43,43,Grocery,18075,8,Low,High,1
1,114.0,129,129,Grocery,18077,8,Low,Medium,1
1,169.0,253,253,Grocery,18081,8,Low,Low,1
1,512.0,272,27,Grocery,18082,8,Low,High,1
2,453.0,27,27,Grocery,18082,8,Low,High,1
1,234.0,184,184,Grocery,18085,8,Low,Low,1
1,142.4,270,270,Grocery,18086,8,Low,Low,1
1,814.0,41,41,Grocery,18088,8,Low,High,2
1,214.0,35,35,Grocery,18089,8,Low,High,1
1,138.0,280,59,Grocery,18091,8,Low,High,1
2,68.7,59,59,Grocery,18091,8,Low,High,1
1,240.0,34,34,Grocery,18093,8,Low,High,1
1,74.0,52,52,Grocery,18095,8,Low,High,1
1,162.0,269,132,Grocery,18097,8,Low,Medium,1
2,29.0,255,132,Grocery,18097,8,Low,Medium,1
3,62.0,192,132,Grocery,18097,8,Low,Medium,1
4,56.0,132,132,Grocery,18097,8,Medium,Medium,1
1,562.0,27,27,Grocery,18101,8,Low,High,2
1,155.4,44,44,Grocery,18102,8,Low,High,1
1,150.0,253,253,Grocery,18103,8,Low,Low,1
1,2781.0,20,20,Grocery,18105,8,Low,High,3
1,144.0,20,20,Grocery,18106,8,Low,High,1
1,58.0,316,316,Grocery,18108,8,Low,Low,1
1,224.0,95,95,Grocery,18109,8,Low,Medium,1
1,144.0,296,296,Grocery,18112,8,Low,Low,1
1,122.0,242,242,Grocery,18113,8,Low,Low,1
1,138.8,20,20,Grocery,18114,8,Low,High,1
1,748.0,250,19,Grocery,18116,8,Low,High,2
2,48.0,227,19,Grocery,18116,8,Low,High,1
3,344.0,19,19,Grocery,18116,8,Low,High,1
1,157.0,27,27,Grocery,18118,8,Low,High,1
1,162.0,60,60,Grocery,18119,8,Low,High,1
1,188.0,40,40,Grocery,18120,8,Low,High,1
1,900.0,117,117,Grocery,18123,8,Low,Medium,2
1,44.8,20,20,Grocery,18124,8,Low,High,1
1,286.0,15,15,Grocery,18125,8,Low,High,1
1,478.0,99,99,Grocery,18126,8,Low,Medium,1
1,761.0,261,261,Grocery,18130,8,Low,Low,2
1,59.0,256,20,Grocery,18131,8,Low,High,1
2,224.0,159,20,Grocery,18131,8,Low,High,1
3,264.0,87,20,Grocery,18131,8,Low,High,1
4,193.0,20,20,Grocery,18131,8,Medium,High,1
1,242.5,34,34,Grocery,18132,8,Low,High,1
1,174.0,20,20,Grocery,18133,8,Low,High,1
1,204.0,74,74,Grocery,18134,8,Low,Medium,1
1,186.0,188,188,Grocery,18136,8,Low,Low,1
1,194.0,210,210,Grocery,18138,8,Low,Low,1
1,176.0,168,168,Grocery,18139,8,Low,Medium,1
1,62.0,52,52,Grocery,18140,8,Low,High,1
1,38.0,250,250,Grocery,18142,8,Low,Low,1
1,200.0,262,262,Grocery,18143,8,Low,Low,1
1,250.0,201,201,Grocery,18144,8,Low,Low,1
1,172.0,71,71,Grocery,18145,8,Low,Medium,1
1,412.0,4,4,Grocery,18149,8,Low,High,1
1,64.0,271,271,Grocery,18150,8,Low,Low,1
1,316.9,272,272,Grocery,18157,8,Low,Low,1
1,90.0,325,22,Grocery,18158,8,Low,High,1
2,90.0,22,22,Grocery,18158,8,Low,High,1
1,302.0,250,250,Grocery,18159,8,Low,Low,1
1,127.0,20,20,Grocery,18162,8,Low,High,1
1,127.0,13,13,Grocery,18164,8,Low,High,1
1,380.0,269,269,Grocery,18165,8,Low,Low,1
1,132.0,122,122,Grocery,18168,8,Low,Medium,1
2,403.0,269,41,Grocery,18169,8,Low,High,1
4,4858.0,41,41,Grocery,18169,8,Medium,High,3
1,161.9,155,155,Grocery,18170,8,Low,Medium,1
1,219.0,20,20,Grocery,18171,8,Low,High,1
1,166.0,165,165,Grocery,18173,8,Low,Medium,1
1,30.0,248,248,Grocery,18175,8,Low,Low,1
1,789.6,176,176,Grocery,18178,8,Low,Medium,2
1,162.0,9,9,Grocery,18182,8,Low,High,1
1,210.0,203,203,Grocery,18184,8,Low,Low,1
1,144.5,224,224,Grocery,18187,8,Low,Low,1
1,218.0,13,13,Grocery,18188,8,Low,High,1
1,296.0,60,60,Grocery,18190,8,Low,High,1
1,260.0,89,89,Grocery,18192,8,Low,Medium,1
1,196.0,265,265,Grocery,18193,8,Low,Low,1
1,229.0,20,20,Grocery,18195,8,Low,High,1
1,83.0,34,34,Grocery,18198,8,Low,High,1
1,146.0,310,310,Grocery,18199,8,Low,Low,1
1,174.0,7,7,Grocery,18201,8,Low,High,1
1,676.0,269,27,Grocery,18202,8,Low,High,2
2,600.0,27,27,Grocery,18202,8,Low,High,2
1,162.0,205,205,Grocery,18203,8,Low,Low,1
1,116.0,48,48,Grocery,18204,8,Low,High,1
1,262.0,198,198,Grocery,18205,8,Low,Low,1
1,739.0,34,34,Grocery,18206,8,Low,High,2
1,22.0,85,85,Grocery,18207,8,Low,Medium,1
2,76.0,85,85,Grocery,18207,8,Low,Medium,1
1,178.0,261,261,Grocery,18212,8,Low,Low,1
1,128.0,230,230,Grocery,18213,8,Low,Low,1
1,605.9,271,271,Grocery,18216,8,Low,Low,2
1,194.0,250,250,Grocery,18219,8,Low,Low,1
1,120.0,219,219,Grocery,18220,8,Low,Low,1
1,246.0,65,65,Grocery,18222,8,Low,Medium,1
1,262.0,41,41,Grocery,18225,8,Low,High,1
1,166.0,112,112,Grocery,18226,8,Low,Medium,1
1,400.0,28,28,Grocery,18227,8,Low,High,1
1,186.0,17,17,Grocery,18231,8,Low,High,1
1,147.3,257,257,Grocery,18238,8,Low,Low,1
1,576.0,317,34,Grocery,18239,8,Low,High,2
2,143.5,269,34,Grocery,18239,8,Low,High,1
3,71.0,251,34,Grocery,18239,8,Low,High,1
4,444.0,34,34,Grocery,18239,8,Medium,High,1
1,114.0,145,145,Grocery,18241,8,Low,Medium,1
1,190.0,70,70,Grocery,18244,8,Low,Medium,1
1,422.0,95,95,Grocery,18245,8,Low,Medium,1
1,208.0,293,293,Grocery,18246,8,Low,Low,1
1,200.0,37,37,Grocery,18250,8,Low,High,1
2,266.0,37,37,Grocery,18250,8,Low,High,1
1,156.0,69,69,Grocery,18252,8,Low,Medium,1
1,136.0,37,37,Grocery,18255,8,Low,High,1
1,131.7,162,162,Grocery,18256,8,Low,Medium,1
1,114.0,251,251,Grocery,18258,8,Low,Low,1
1,215.7,142,142,Grocery,18260,8,Low,Medium,1
1,460.0,159,159,Grocery,18265,8,Low,Medium,1
1,762.0,325,55,Grocery,18271,8,Low,High,2
2,226.0,218,55,Grocery,18271,8,Low,High,1
3,220.0,55,55,Grocery,18271,8,Low,High,1
1,88.0,327,327,Grocery,18274,8,Low,Low,1
1,518.0,247,247,Grocery,18276,8,Low,Low,1
1,188.0,31,31,Grocery,18277,8,Low,High,1
1,347.0,261,261,Grocery,18278,8,Low,Low,1
1,1220.0,242,242,Grocery,18279,8,Low,Low,2
1,228.0,52,52,Grocery,18280,8,Low,High,1
1,55.7,13,13,Grocery,18284,8,Low,High,1
1,180.0,163,163,Grocery,18285,8,Low,Medium,1
1,180.0,120,120,Grocery,18286,8,Low,Medium,1
1,184.0,160,160,Grocery,18288,8,Low,Medium,1
1,230.0,184,184,Grocery,18289,8,Low,Low,1
1,144.0,286,286,Grocery,18291,8,Low,Low,1
1,199.0,250,250,Grocery,18294,8,Low,Low,1
1,594.0,201,26,Grocery,18295,8,Low,High,2
2,90.0,120,26,Grocery,18295,8,Low,High,1
3,30.0,82,26,Grocery,18295,8,Low,High,1
4,74.0,26,26,Grocery,18295,8,Medium,High,1
1,151.0,6,6,Grocery,18298,8,Low,High,1
1,209.0,262,71,Grocery,18303,8,Low,Medium,1
2,72.0,71,71,Grocery,18303,8,Low,Medium,1
1,408.0,27,27,Grocery,18306,8,Low,High,1
1,1080.0,29,29,Grocery,18307,8,Low,High,2
1,111.4,86,86,Grocery,18311,8,Low,Medium,1
1,372.0,213,65,Grocery,18312,8,Low,Medium,1
2,418.0,65,65,Grocery,18312,8,Low,Medium,1
1,722.0,259,16,Grocery,18313,8,Low,High,2
2,528.0,16,16,Grocery,18313,8,Low,High,1
1,561.0,301,301,Grocery,18316,8,Low,Low,2
1,67.0,20,20,Grocery,18319,8,Low,High,1
1,230.0,17,17,Grocery,18321,8,Low,High,1
1,218.0,135,135,Grocery,18323,8,Low,Medium,1
1,80.0,27,27,Grocery,18325,8,Low,High,1
1,82.0,262,13,Grocery,18327,8,Low,High,1
2,171.0,13,13,Grocery,18327,8,Low,High,1
1,154.0,134,134,Grocery,18332,8,Low,Medium,1
1,188.4,27,27,Grocery,18334,8,Low,High,1
1,226.0,22,22,Grocery,18335,8,Low,High,1
1,52.5,254,20,Grocery,18337,8,Low,High,1
2,40.0,203,20,Grocery,18337,8,Low,High,1
3,126.0,20,20,Grocery,18337,8,Low,High,1
1,254.0,27,27,Grocery,18338,8,Low,High,1
1,220.0,96,27,Grocery,18339,8,Low,High,1
2,62.3,27,27,Grocery,18339,8,Low,High,1
1,170.0,27,27,Grocery,18340,8,Low,High,1
1,235.0,27,27,Grocery,18344,8,Low,High,1
2,26.0,27,27,Grocery,18344,8,Low,High,1
1,184.0,20,20,Grocery,18345,8,Low,High,1
1,62.0,174,27,Grocery,18346,8,Low,High,1
2,70.0,98,27,Grocery,18346,8,Low,High,1
3,46.0,27,27,Grocery,18346,8,Low,High,1
1,135.0,20,20,Grocery,18348,8,Low,High,1
1,190.0,43,43,Grocery,18353,8,Low,High,1
1,132.4,34,34,Grocery,18354,8,Low,High,1
1,228.0,26,26,Grocery,18355,8,Low,High,1
1,180.0,33,33,Grocery,18356,8,Low,High,1
1,108.0,20,20,Grocery,18358,8,Low,High,1
1,712.0,20,20,Grocery,18359,8,Low,High,2
1,32.0,177,2,Grocery,18360,8,Low,High,1
2,52.0,2,2,Grocery,18360,8,Low,High,1
1,618.0,319,319,Grocery,18361,8,Low,Low,2
1,160.0,72,72,Grocery,18362,8,Low,Medium,1
1,2108.0,142,142,Grocery,18363,8,Low,Medium,3
1,132.0,113,113,Grocery,18365,8,Low,Medium,1
1,88.0,185,13,Grocery,18366,8,Low,High,1
2,36.0,119,13,Grocery,18366,8,Low,High,1
3,38.0,59,13,Grocery,18366,8,Low,High,1
4,19.0,13,13,Grocery,18366,8,Medium,High,1
1,156.9,70,70,Grocery,18373,8,Low,Medium,1
1,23.0,259,49,Grocery,18376,8,Low,High,1
2,50.0,49,49,Grocery,18376,8,Low,High,1
1,61.0,34,34,Grocery,18377,8,Low,High,1
1,110.0,191,53,Grocery,18378,8,Low,High,1
1,76.0,244,38,Grocery,18379,8,Low,High,1
2,44.0,179,38,Grocery,18379,8,Low,High,1
3,48.0,124,38,Grocery,18379,8,Low,High,1
4,24.0,95,38,Grocery,18379,8,Medium,High,1
5,24.0,70,38,Grocery,18379,8,Medium,High,1
6,18.0,38,38,Grocery,18379,8,Medium,High,1
1,276.0,63,63,Grocery,18385,8,Low,Medium,1
1,142.0,83,83,Grocery,18387,8,Low,Medium,1
1,252.0,39,39,Grocery,18389,8,Low,High,1
1,210.0,9,9,Grocery,18390,8,Low,High,1
1,90.0,166,166,Grocery,18391,8,Low,Medium,1
1,144.0,64,64,Grocery,18394,8,Low,Medium,1
1,90.0,47,47,Grocery,18395,8,Low,High,1
1,47.0,253,253,Grocery,18398,8,Low,Low,1
1,1841.0,256,256,Grocery,18399,8,Low,Low,3
1,217.8,13,13,Grocery,18402,8,Low,High,1
1,130.0,34,34,Grocery,18403,8,Low,High,1
1,227.0,34,34,Grocery,18404,8,Low,High,1
1,145.9,34,34,Grocery,18408,8,Low,High,1
1,2000.0,110,110,Grocery,18409,8,Low,Medium,3
1,79.4,218,218,Grocery,18410,8,Low,Low,1
1,60.0,256,256,Grocery,18411,8,Low,Low,1
1,316.0,99,99,Grocery,18412,8,Low,Medium,1
1,223.6,52,52,Grocery,18413,8,Low,High,1
1,200.0,70,70,Grocery,18417,8,Low,Medium,1
1,189.0,27,27,Grocery,18418,8,Low,High,1
1,86.0,17,17,Grocery,18422,8,Low,High,1
1,70.0,41,41,Grocery,18423,8,Low,High,1
1,197.0,20,20,Grocery,18424,8,Low,High,1
1,130.0,132,132,Grocery,18426,8,Low,Medium,1
1,138.0,39,39,Grocery,18427,8,Low,High,1
1,294.0,20,20,Grocery,18428,8,Low,High,1
1,86.0,23,23,Grocery,18436,8,Low,High,1
1,140.0,123,20,Grocery,18437,8,Low,High,1
2,60.0,20,20,Grocery,18437,8,Low,High,1
1,216.0,20,20,Grocery,18438,8,Low,High,1
1,126.0,9,9,Grocery,18439,8,Low,High,1
1,30.0,32,32,Grocery,18440,8,Low,High,1
1,160.0,148,148,Grocery,18441,8,Low,Medium,1
1,177.0,27,27,Grocery,18443,8,Low,High,1
1,240.0,34,34,Grocery,18446,8,Low,High,1
1,222.0,73,73,Grocery,18448,8,Low,Medium,1
1,222.0,84,84,Grocery,18450,8,Low,Medium,1
1,118.0,68,68,Grocery,18452,8,Low,Medium,1
1,190.0,100,100,Grocery,18453,8,Low,Medium,1
1,200.0,50,50,Grocery,18455,8,Low,High,1
1,132.0,199,199,Grocery,18456,8,Low,Low,1
1,90.0,202,31,Grocery,18457,8,Low,High,1
2,22.0,155,31,Grocery,18457,8,Low,High,1
3,72.0,31,31,Grocery,18457,8,Low,High,1
1,90.5,135,135,Grocery,18458,8,Low,Medium,1
1,60.0,6,6,Grocery,18460,8,Low,High,1
1,206.0,20,20,Grocery,18461,8,Low,High,1
1,150.0,116,116,Grocery,18462,8,Low,Medium,1
1,166.0,70,70,Grocery,18464,8,Low,Medium,1
1,104.0,120,120,Grocery,18465,8,Low,Medium,1
1,288.0,6,6,Grocery,18466,8,Low,High,1
1,76.0,171,171,Grocery,18468,8,Low,Medium,1
1,186.0,81,81,Grocery,18469,8,Low,Medium,1
1,209.5,6,6,Grocery,18470,8,Low,High,1
1,134.0,27,27,Grocery,18471,8,Low,High,1
1,230.0,118,27,Grocery,18472,8,Low,High,1
2,115.2,27,27,Grocery,18472,8,Low,High,1
1,168.0,182,39,Grocery,18475,8,Low,High,1
2,90.0,98,39,Grocery,18475,8,Low,High,1
3,39.0,39,39,Grocery,18475,8,Low,High,1
1,209.6,32,32,Grocery,18476,8,Low,High,1
1,184.0,88,88,Grocery,18477,8,Low,Medium,1
1,98.0,123,123,Grocery,18478,8,Low,Medium,1
1,97.0,253,19,Grocery,18481,8,Low,High,1
2,118.0,19,19,Grocery,18481,8,Low,High,1
1,196.0,72,72,Grocery,18482,8,Low,Medium,1
1,35.8,286,41,Grocery,18485,8,Low,High,1
2,46.0,223,41,Grocery,18485,8,Low,High,1
3,27.7,209,41,Grocery,18485,8,Low,High,1
4,71.9,125,41,Grocery,18485,8,Medium,High,1
5,18.0,90,41,Grocery,18485,8,Medium,High,1
6,18.0,41,41,Grocery,18485,8,Medium,High,1
1,190.0,51,51,Grocery,18488,8,Low,High,1
1,234.5,20,20,Grocery,18497,8,Low,High,1
1,454.0,176,176,Grocery,18498,8,Low,Medium,1
1,204.0,83,83,Grocery,18499,8,Low,Medium,1
1,192.0,15,15,Grocery,18500,8,Low,High,1
1,165.0,34,34,Grocery,18501,8,Low,High,1
1,317.0,27,27,Grocery,18504,8,Low,High,1
1,54.0,279,279,Grocery,18505,8,Low,Low,1
1,124.0,142,31,Grocery,18506,8,Low,High,1
2,86.0,31,31,Grocery,18506,8,Low,High,1
1,66.0,213,213,Grocery,18507,8,Low,Low,1
1,284.0,10,10,Grocery,18508,8,Low,High,1
1,100.0,183,183,Grocery,18509,8,Low,Low,1
1,74.0,90,90,Grocery,18512,8,Low,Medium,1
1,292.0,86,86,Grocery,18513,8,Low,Medium,1
1,159.7,34,34,Grocery,18514,8,Low,High,1
1,68.0,250,88,Grocery,18515,8,Low,Medium,1
2,92.0,88,88,Grocery,18515,8,Low,Medium,1
1,158.0,27,27,Grocery,18516,8,Low,High,1
1,310.0,6,6,Grocery,18517,8,Low,High,1
1,86.0,238,109,Grocery,18518,8,Low,Medium,1
2,100.0,109,109,Grocery,18518,8,Low,Medium,1
1,70.0,44,44,Grocery,18520,8,Low,High,1
1,174.0,13,13,Grocery,18522,8,Low,High,1
1,198.0,27,27,Grocery,18523,8,Low,High,1
1,226.0,44,44,Grocery,18528,8,Low,High,1
1,222.0,72,72,Grocery,18530,8,Low,Medium,1
1,165.0,27,20,Grocery,18531,8,Low,High,1
2,19.0,20,20,Grocery,18531,8,Low,High,1
1,283.0,34,34,Grocery,18533,8,Low,High,1
1,98.0,269,58,Grocery,18534,8,Low,High,1
2,203.5,58,58,Grocery,18534,8,Low,High,1
1,56.0,155,37,Grocery,18535,8,Low,High,1
2,16.9,106,37,Grocery,18535,8,Low,High,1
3,24.0,37,37,Grocery,18535,8,Low,High,1
1,134.0,61,61,Grocery,18537,8,Low,Medium,1
1,68.0,32,32,Grocery,18540,8,Low,High,1
1,137.0,34,34,Grocery,18541,8,Low,High,1
1,98.0,170,6,Grocery,18542,8,Low,High,1
2,18.4,103,6,Grocery,18542,8,Low,High,1
3,16.0,46,6,Grocery,18542,8,Low,High,1
4,18.0,6,6,Grocery,18542,8,Medium,High,1
1,55.0,258,258,Grocery,18543,8,Low,Low,1
